"primary","shannon","simpson","invsimpson","observerd_index","chao1","ACE"
"J_XYL_F_0032_02",3.76580874969526,0.965851283486874,29.28367745873,74,74,74.4732750242954
"J_XYL_F_0034_01",3.58417871133263,0.950429860794473,20.1734353791867,67,67,67
"J_XYL_F_0034_02",2.17398860361216,0.681514590233298,3.13986125999468,57,57,57.4359650145773
"J_XYL_F_0036_01",3.04147681599966,0.904636383676901,10.4861795153817,53,53,53
"J_XYL_F_0036_02",2.89713265764385,0.867003538922494,7.51899706126191,54,54,54.2576158491078
"J_XYL_F_0043_01",3.63928610063401,0.950523617281837,20.2116635263413,84,84,84
"J_XYL_F_0043_2",2.67732350894446,0.90710740158744,10.765120333471,23,23,23
"J_XYL_F_0044_01",2.30358279162661,0.871361135268203,7.77370044492328,18,18,18
"J_XYL_F_0044_02",3.10294773312438,0.934042872609282,15.1613637458189,43,43.5,44.1615621455194
"J_XYL_F_0045_01",1.14104194168222,0.373633420139949,1.59650918831498,26,26,26
"J_XYL_F_0045_2",1.29145634370261,0.375000383755098,1.60000098241366,58,58,58
"J_XYL_F_0046_01",3.92073433910237,0.972280302919337,36.0754303010611,87,87,87
"J_XYL_F_0046_02",3.0652421970504,0.909355841881685,11.0321505628055,61,61,61
"J_XYL_F_0047_01",3.3413916152995,0.917620541597599,12.1389484635269,80,80,80.33056640625
"J_XYL_F_0047_02",3.46939478524784,0.955403897442014,22.4234841755454,55,55,55
"J_XYL_F_0048_01",1.1050648589521,0.356159726524486,1.55318025478882,37,37,37
"J_XYL_F_0049_02",3.3544323352518,0.954532928650558,21.99393913706,50,50,50
"J_XYL_F_0050_01",2.07356980310873,0.636400507645396,2.75027886734435,63,63,63
"J_XYL_F_0050_02",0.47143752749745,0.291998562207285,1.41242651020262,3,3,NA
"J_XYL_F_0051_01",1.76736683080267,0.603957109355411,2.52497904550799,48,48,48.2878437265214
"J_XYL_F_0051_02",3.11933890625889,0.943333760760222,17.6471919332531,33,33,33
"J_XYL_F_0053_01",3.53218005880566,0.941443628956427,17.077561026722,75,75,75
"J_XYL_F_0053_02",3.54602748352784,0.950752366436998,20.3055441988032,68,68,68
"J_XYL_F_0057_01",2.59193504369286,0.915877070229755,11.8873653441597,18,18,NA
"J_XYL_F_0057_02",3.1052220133953,0.927837100550811,13.8575363189795,52,52,52
"J_XYL_F_0058_01",2.23697633926238,0.713508518224477,3.49050517593936,48,48,48.401335731445
"J_XYL_F_0058_02",3.52569561183608,0.957015478526837,23.2641882642415,68,68,68
"J_XYL_F_0059_01",3.84243110650058,0.968829222837515,32.0813303687382,77,77,77
"J_XYL_F_0059_02",3.59155834527404,0.958470906897083,24.0795048791893,72,72,72.3085305904882
"J_XYL_F_0060_01",3.12150051470703,0.915351452493925,11.8135517910479,60,60,60
"J_XYL_F_0060_02",2.78937891484575,0.827777742822698,5.80645043439713,62,62,62
"J_XYL_F_0061_01",3.32968135474395,0.951573816547772,20.6499857868522,51,52,52.3724007561437
"J_XYL_F_0061_02",3.13594911287075,0.933206713866713,14.9715646270868,48,48,48
"J_XYL_F_0062_01",3.29650284258744,0.908723466719058,10.9557184530889,82,83.5,83.1829536498405
"J_XYL_F_0062_02",2.85525848783978,0.865202738612335,7.41854834219584,62,62,62
"J_XYL_F_0064_01",2.19621592659699,0.614462332078484,2.59378027934633,89,89,89.3547810069723
"J_XYL_F_0064_02",2.23026513649864,0.691893060701287,3.24562634738483,47,47,47.3482344102179
"J_XYL_F_0065_01",3.40711102789519,0.944949678990999,18.1651983434663,63,63,63
"J_XYL_F_0065_02",3.78232582728785,0.970387884736286,33.7699617570168,74,74,74.3828169581417
"J_XYL_F_0066_01",2.32147582125787,0.815928226180164,5.43266346191009,29,29,29
"J_XYL_F_0066_02",1.94931449351379,0.684162140444979,3.16618153823891,45,45,45
"K_XYL_F_0001_01",2.34593946966638,0.823553478929627,5.66743959548607,35,35,35
"K_XYL_F_0001_02",0.931714051796459,0.439347503398328,1.78363604204276,23,23,23
"K_XYL_F_0002_01",1.3172902865732,0.412887608227768,1.70325139447567,52,52,52.3055002275831
"K_XYL_F_0002_02",1.3355853072045,0.597826246135889,2.48648747063163,25,25,25
"K_XYL_F_0003_01",2.17696466086904,0.695046812636946,3.27919182825093,43,43,43.4310591884556
"K_XYL_F_0003_02",1.64594540426708,0.553734009812904,2.24081606483333,37,37,37
"K_XYL_F_0004_01",1.76605317999252,0.624847731134138,2.66558430533591,27,27,27
"K_XYL_F_0004_02",1.48425989922243,0.590813588569609,2.44387392167864,36,36,36
"K_XYL_F_0005_01",3.24533455577,0.949885445059119,19.9542827663475,36,36,36
"K_XYL_F_0005_02",2.3490523538488,0.721256438888824,3.58752681501818,56,56,56
"K_XYL_F_0007_01",3.08328820305786,0.903779800686402,10.3928281913118,46,46,46
"K_XYL_F_0007_02",2.65531614960627,0.899701671026549,9.97025583810769,25,25,25
"K_XYL_F_0008_01",2.87636360020435,0.903423793985784,10.3545173420128,52,52,52
"K_XYL_F_0008_02",2.58902471832115,0.826402627724571,5.76045585766932,47,47,47
"K_XYL_F_0009_01",3.1512756553947,0.948028183903929,19.2411979244959,33,33,33
"K_XYL_F_0009_02",3.56618972467014,0.95374696741402,21.6202039972427,76,76,76
"K_XYL_F_0009_03",2.8405041393784,0.88070917708987,8.38287452131478,55,55,55
"K_XYL_F_0011_01",3.54412289199365,0.962016168266294,26.3269911000746,54,54,54
"K_XYL_F_0011_02",3.41800405977166,0.957034385515142,23.2744256538544,51,51,51
"K_XYL_F_0012_01",3.37469697026374,0.948673232402913,19.4830114346954,51,51,51
"K_XYL_F_0012_02",2.41948695660802,0.712259668242516,3.47535569272517,65,65,65
"K_XYL_F_0013_01",1.74141113061727,0.613137128604093,2.58489525343109,24,24,24
"K_XYL_F_0013_02",2.64177416081901,0.783307757457032,4.61483986812176,74,74,74.1595744680851
"K_XYL_F_0017_01",2.79345897961953,0.856937416627023,6.9899478705268,67,67,67.2150463986594
"K_XYL_F_0017_02",2.86303134958872,0.848286380511868,6.5913660446169,70,70,70
"K_XYL_F_0018_01",3.02684456374851,0.898150236105347,9.81838309447963,72,72,72
"K_XYL_F_0018_02",2.54590339495761,0.869791629387269,7.6799978011723,38,38,38
"K_XYL_F_0022_01",2.74754156308345,0.853777397034423,6.83888796751494,49,49,49
"K_XYL_F_0022_02",2.74002963629483,0.796734799804242,4.91968127862977,82,82,82
"K_XYL_F_0028_01",2.4432529937692,0.83383728488465,6.01819727912969,29,29,29
"K_XYL_F_0028_02",2.44230488862671,0.832363389543591,5.96528405863963,31,31,32.1111111111111
"K_XYL_F_0030_02",2.94846191238852,0.887470965956423,8.88659543289732,45,45,45
"K_XYL_F_0030_03",1.54469529494264,0.504385036511356,2.0176953354293,47,47,47
"K_XYL_F_0033_01",2.96124067355847,0.88637911865048,8.80119911166513,54,54,54
"K_XYL_F_0033_02",2.62139095442303,0.792582800964431,4.82120096428704,72,72,72
"K_XYL_F_0035_01",3.52383508655013,0.950749204783786,20.3042406850478,65,65,65
"K_XYL_F_0035_02",3.43036186660112,0.939732602824629,16.5927192291068,65,65,65
"K_XYL_F_0035_03",3.39629618649864,0.948028859835141,19.241448173503,56,56,56
"K_XYL_F_0036_01",4.01898161870044,0.972212141246777,35.9869397955688,108,108,108
"K_XYL_F_0036_02",2.2995069610844,0.863092167483835,7.30418400190454,18,18,NA
"K_XYL_F_0037_01",2.03399555958126,0.653656149526433,2.88730404374921,46,46,46
"K_XYL_F_0037_02",2.30392270624608,0.686324101577467,3.18800393982761,65,65,65
"K_XYL_F_0038_01",2.17918646137233,0.787513701098231,4.70618578782952,39,39,39
"K_XYL_F_0038_02",2.05325476141478,0.613388280687463,2.58657446230076,62,62.3333333333333,63.7517146776406
"K_XYL_F_0039_01",3.16947636487059,0.881416480470079,8.43287502314084,67,67,67
"K_XYL_F_0039_02",1.29122629667909,0.459286005667407,1.84940654483024,28,28,28
"K_XYL_F_0042_01",3.11387415110173,0.894660915565958,9.49315256889426,63,63,63
"K_XYL_F_0042_02",2.35038213216965,0.764172751964367,4.24039210197162,48,48,48
"K_XYL_F_0043_01",3.05273243482545,0.844752585205929,6.44133109286524,70,70,70
"K_XYL_F_0043_02",1.47734397892624,0.450538687851641,1.81996435033809,56,56,56.2271497496586
"K_XYL_F_0044_01",2.40566680904132,0.776929587248989,4.48288945031984,34,34,34
"K_XYL_F_0044_02",2.28819697889398,0.727119889871588,3.66461300359861,51,51,51
"K_XYL_F_0045_01",3.37496220677155,0.926164159068637,13.5435580794642,88,88.25,88.8872180451128
"K_XYL_F_0045_02",2.33614476150256,0.794246959377711,4.86019548958087,52,52,52.2739241118507
"K_XYL_F_0046_01",3.04901914980674,0.903784905786656,10.3933796269287,66,66,66
"K_XYL_F_0046_02",2.22588262771802,0.782452476927454,4.59669678549513,51,51,51.3546805621105
"K_XYL_F_0047_01",3.37764090982057,0.931755440149929,14.6531826448428,62,62,62
"K_XYL_F_0047_02",3.21115292224107,0.937887516713213,16.0998232091733,56,56,56
"K_XYL_F_0048_01",2.46225812087664,0.820770799888707,5.57944798826892,60,63,61.5879425837321
"K_XYL_F_0048_02",3.38103873192141,0.95157555853581,20.6507286354455,47,47,48
